EIN_value,Name,Gross_Revenue,Net_Revenue,Tax_Period_Year,PDF_URL,City,State,NTEE_Code,Form_Type
30545870,Laborers International Union Of North America,787649,111009,2021,,Tulsa,OK,,0
30546470,College Access Fairfax,202996,41047,2021,,Falls Church,VA,T30,0
30547048,Crosspointe Biblical Counseling Center,585107,70212,2021,,Raleigh,NC,F60,0
30547060,Audrey Herman Spotlighters Theatre Inc,131413,-76289,2022,,Baltimore,MD,A65,0
30547067,Internationals Network For Public Schools Inc,4497090,1072039,2022,,Staten Island,NY,,0
30547294,Heartbeat Serving Wounded Warriors,333849,17512,2021,,Langley,WA,,0
30547972,Saheli Inc,648094,82156,2021,,Burlington,MA,P20,0
30548058,Intercultural Center For Health Research And Wellness Inc,180667,70208,2021,,Katy,TX,E70,0
30548515,Heart Of The Lakes Center For Land Conservation Policy,199285,-4321,2021,https://projects.propublica.org/nonprofits/download-filing?path=download990pdf_04_2022_prefixes_01-14%2F030548515_202109_990_2022040119811947.pdf,Bay City,MI,C32,0
30549656,Science Convention Of New Jersey,105887,-56888,2021,,Somerset,NJ,B40,0
30550219,Sheakleyville Community Volunteer Fire Department,126516,23289,2022,,Sheakleyville,PA,M24,0
30550258,Circuit Arts Inc,798795,-71610,2021,,West Tisbury,MA,A31,0
30550884,Sonje Ayiti Organization Inc,857339,35849,2021,,Linden,MI,Q33,0
30550892,South Portland Food Cupboard,1526393,265426,2021,https://projects.propublica.org/nonprofits/download-filing?path=download990pdf_07_2022_prefixes_01-22%2F030550892_202106_990_2022071120200812.pdf,South Portland,ME,K31,0
30551006,Meet The Need Development Corporation,353314,50795,2021,,Excelsior Spg,MO,P20,0
30551530,Lighthouse Rescue Mission,940892,94473,2021,,Tulare,CA,L41,0
30551630,Green Isle Community School,1116663,-135079,2021,https://projects.propublica.org/nonprofits/download-filing?path=download990pdf_04_2022_prefixes_01-14%2F030551630_202106_990_2022040119812358.pdf,Green Isle,MN,B20,0
30551791,Beacon Of Hope Pine Island Inc,428645,7414,2021,,Saint James City,FL,P20,0
30552090,Friends Of The Hammond Legal Aid Clinic Inc,347679,-24078,2021,,Hammond,IN,I118,0
30552932,Polynesian Association Of Alaska Inc,130358,55439,2021,,Anchorage,AK,P84,0
30552976,Net Impact,3448853,-34853,2021,https://projects.propublica.org/nonprofits/download-filing?path=download990pdf_07_2022_prefixes_01-22%2F030552976_202106_990_2022071920233408.pdf,Oakland,CA,,0
30553092,Man Up Inc,3357565,-286039,2020,,Brooklyn,NY,O50,0
30553373,Iglesia De Jesucristo Canaan,294641,0,2021,,Los Angeles,CA,X20,0
30553405,Boardassist,466760,137942,2021,,New York,NY,T50,0
30554201,Labelle Youth Livestock & Ag Show Inc,364791,14988,2021,,Labelle,FL,N52,0
30554350,Edustar Performing Arts Society Inc,10088,3604,2021,,Hampton,VA,A62,0
30554750,Center For Voter Information,3163510,-1323938,2021,,Washington,DC,R24,0
30555171,Mhany 2005 Housing Development Fund Corporation,550160,-210683,2021,,Brooklyn,NY,L20,0
30555204,Esthers School Inc,5988803,1393694,2022,,New Prt Rchy,FL,B25,0
30556055,Whitefish Lake Institute,429860,91988,2021,,Whitefish,MT,C20,0
30557553,Eudora Schools Foundation Inc,271987,23163,2021,,Eudora,KS,B12,0
30557700,James Jordan Middle School,6625166,564355,2021,,Winnetka,CA,B29,0
30559816,Alchemy Acres Animal Sancturay Inc,1340,-32321,2021,,Salem,OH,D20,0
30561033,City Of Central Chamber Of Commerce,201041,64393,2021,,Central,LA,,0
30561855,Hope Animal Shelter Inc,807515,365471,2021,,Tucson,AZ,D20,0
30561944,Capital Fringe Inc,-1909124,-2311767,2021,,Washington,DC,A65,0
30564441,Cord Of Three Counseling Services Inc,639199,-18427,2021,,Blackshear,GA,F60,0
30564499,Lcjsms Parent Teacher Organization Inc,49313,14963,2022,,Summit,NJ,B11,0
30565406,Family Strides Inc,603092,136901,2022,,Torrington,CT,E60,0
30565843,Theater League Of Clifton Inc,49247,-8579,2021,,Wayne,NJ,A65,0
30566373,Vapor Sports Ministries,1724610,252071,2021,,Sylacauga,AL,X20,0
30566869,College Options Foundation Inc,942123,172062,2021,,Peachtree Cty,GA,B80,0
30567633,Dorcas Ministries,169002,87393,2021,,Brooklyn,NY,,0
30568949,Rivendell Community Inc,1062654,91979,2021,,Fresno,CA,,0
30570071,Duneland Flyers Inc,315144,15844,2021,,Chesterton,IN,N63,0
30572403,Snowboarders & Skiers For Christ,451656,105050,2020,,Dillon,CO,X21,0
30573088,Sunnyvale Downtown Association,316824,154022,2021,,Sunnyvale,CA,S41,0
30573516,Homer Cortland Community Agency Inc,956464,745222,2021,,Homer,NY,S20,0
30575412,Asian And Pacific Islander American Vote Inc,2258925,1377371,2021,,Washington,DC,R40,0
30575465,Metro Detroit Barber College,439470,-61028,2021,,Detroit,MI,B30,0
30575465,Metro Detroit Barber College,439470,-61028,2021,,Detroit,MI,B30,0
30576175,Fraternidad Cristiana Stamford Inc,760139,27550,2021,,Stamford,CT,X21,0
30576666,Small Business Majority Foundation Inc,5051591,1094704,2021,,Elk Grove,CA,S43,0
30577695,Gba Ships Florence Inc,4417791,-84193,2021,,Florence,SC,X20,0
30579091,New Beginnings Pregnancy Care Center,249333,51048,2021,,Grand Rapids,MN,P45,0
30580735,The Gateway Academy Inc,4688909,502943,2021,https://projects.propublica.org/nonprofits/download-filing?path=download990pdf_03_2022_prefixes_01-13%2F030580735_202106_990_2022030219679290.pdf,Houston,TX,B250,0
30581083,National Canine Cancer Foundation Inc,474707,-6826,2021,,Phoenix,AZ,H30,0
30581933,Global Service Center For Quitting Chinese Communist Party Inc,687582,198248,2021,,Flushing,NY,Q70,0
30582216,Jubilee Usa Network Inc,1341959,553334,2021,,Washington,DC,Q32,0
30583491,Yuma Study Center Inc,1267842,-24141,2021,,Washington,DC,N31,0
30583790,King Of Kings Foundation,217900,-911558,2021,,Jamaica,NY,I21,0
30584825,Pensacola Lighthouse Association Inc,711910,257021,2021,,Pensacola,FL,A50,0
30586692,Local 417 Scholarship Fund,22536,18576,2022,,Wallkill,NY,B82,0
30589266,Keigwin And Company Inc,103136,-5557,2021,,New York,NY,A62,0
30589288,Barry County Museum Inc,37907,-147210,2021,,Cassville,MO,A54,0
30589519,Virginia Elite Spirit Inc,168630,43492,2021,,Midlothian,VA,O11,0
30589599,Friends Of Happy Retreat Inc,78017,-5476,2021,,Charles Town,WV,A80,0
30590343,Owasso Soccer Club,144965,-20904,2020,,Owasso,OK,N64,0
30590343,Owasso Soccer Club,144965,-20904,2020,,Owasso,OK,N64,0
30590874,Oregon Indigent Defense Consortium Inc,2481045,-34254,2021,,Hillsboro,OR,I80,0
30591428,Grace Dee May Inc,334423,177045,2021,,Los Angeles,CA,A54,0
30591547,Harrison Youth Soccer Club Inc,574320,7351,2022,,Harrison,NY,N64,0
30592264,Marshall Christian Academy Inc,874991,76587,2021,,Albertville,AL,B24,0
30593108,Southern California Union Roofers Labor Management Trust,714377,411743,2022,,Orange,CA,J40,0
30593446,Breakdown Stl,437156,12794,2021,,Chesterfield,MO,E42,0
30593698,Brennan Center Strategic Fund Inc,132,130,2021,,New York,NY,I01,0
30594239,Genesis Community Development Corp,50000,-770,2022,,Jackson,TN,L122,0
30594291,899 Charleston,17017896,-1848854,2021,,Palo Alto,CA,L220,0
30594425,Self Storage Association Foundation,2330620,1086659,2021,,Alexandria,VA,S192,0
30594433,Panther Creek Band Boosters,184210,57078,2022,,Cary,NC,B11,0
30594433,Panther Creek Band Boosters,184210,57078,2022,,Cary,NC,B11,0
30594755,The S S Columbia Project,189433,151352,2021,,New York,NY,A82,0
30594755,The S S Columbia Project,189433,151352,2021,,New York,NY,A82,0
30596955,Girard Lutheran Housing Corporation,267326,-113415,2021,,Pittsburgh,PA,L20,0
30598184,Interfaith Peace Builders,354383,53780,2021,,Washington,DC,Q20,0
30598619,Prince Marks Place,376187,119929,2021,,Lower Burrell,PA,P73,0
30598838,Partnership For Economics Education And Research,1233853,39787,2021,,Ann Arbor,MI,V22,0
30598851,Cognitive Behavioral Services Inc,4903546,713302,2021,,Philadelphia,PA,F60,0
30599304,At&T Veterans,187211,45796,2021,,Greenville,TX,W30,0
30599418,Hogar De Cristo Usa Inc,2612445,-326,2021,,Pompano Beach,FL,Q11,0
30599422,Lower Mississippi River Port Wide Stragic Security Council,0,-5544,2022,,Port Allen,LA,S02,0
30599575,Blessed Sarnelli Community Inc,54962,-33740,2021,,Philadelphia,PA,L41,0
30600738,Bucks County Childrens Museum,503175,43616,2022,,New Hope,PA,A52,0
30601031,Partnership For Success,0,-376,2021,,San Diego,CA,B80,0
30601031,Partnership For Success,0,-376,2021,,San Diego,CA,B80,0
30601077,Lt Dennis W Zilinski Ii Memorial Fund A Nj Non Profit Corporation,249195,48476,2021,,Jackson,NJ,T12,0
30602301,Indian Institute Of Science Alumi Association Of North America,81918,5597,2021,,Mountain View,CA,B12,0
30603564,Amateur Athletic Union Of The United States,28945,-113616,2021,,Portland,ME,,0
30603993,Have Haven Inc,2165651,101116,2021,,Houston,TX,P30,0
30605331,Us Super Yacht Association Inc,585716,67406,2021,,Fort Lauderdale,FL,S41,0
30605432,Open M Foundation,104807,100852,2021,https://projects.propublica.org/nonprofits/download-filing?path=IRS%2F030605432_202109_990_2022080220264646.pdf,Akron,OH,X112,0
30605654,Cinnaminson Soccer Club,242903,-30885,2021,,Cinnaminson,NJ,N64,0
30605701,Nasim Foundation,393071,-393,2021,,Plano,TX,Q30,0
30605993,Sheltering Tree Inc,1611076,1253448,2021,,Omaha,NE,L99,0
30606247,Dracut Access Television Inc,253786,-282639,2021,,Dracut,MA,A32,0
30607805,Public Multimedia Inc,241730,31424,2021,,Medford,NJ,A33,0
30607998,Adventures For The Cure,32384,3321,2021,,Catonsville,MD,T30,0
30608034,Codemash Conference,264056,148184,2021,,Westerville,OH,S41,0
30608143,Prayers From Maria Foundation,1224922,555887,2021,,Bay Village,OH,G12,0
30609146,By Kids Inc,249892,14600,2021,,New York,NY,B990,0
30610527,Excellent Inc,605926,-196851,2021,,Southfield,MI,E30,0
30611186,Hunts Point Seafood Employers Association Inc,0,-829,2021,,Bronx,NY,S41,0
30611800,Marietta Umpires Association Inc,250160,3944,2021,,Kennesaw,GA,S41,0
30612028,Saint Cloud Senior Mens Rugby Club,109654,102036,2021,,Waite Park,MN,N70,0
30612359,Social Venture Partners Mn,344151,-23848,2021,,Minneapolis,MN,T20,0
30613312,Fraternal Order Of Eagles Foe 3264 Gambling Account,72858,31222,2022,,Elk River,MN,,0
30614785,Fairbanks Pool Association,157907,7751,2021,,Fairbanks,AK,N50,0
31282517,Cascade Peer And Self Help Center,212615,55003,2021,,Bend,OR,P29,0
36000224,United Way Of Rutland County Vermont Inc,733674,36909,2021,,Rutland,VT,,0
36000224,United Way Of Rutland County Vermont Inc,733674,36909,2021,,Rutland,VT,,0
36000834,Vermont Association For The Blind And Visually Impaired Inc,4815693,1819238,2022,,S Burlington,VT,,0
36003074,United Way Of Windham County,513801,103502,2021,,Brattleboro,VT,T70,0
36003364,Arc Rutland Area Inc,91354,-11267,2021,,Rutland,VT,,0
36004952,F Johson Tua Fbo Church & Diocese 43 V111019,19982,2288,2022,,Bridgeport,CT,X12,0
36004955,Fremont Hunter Tuw Fbo Ala And Trudeau Inst,9300,1085,2022,,Bridgeport,CT,T90,0
36005036,Proctor R Tr Fbo School District 31 V122011,38560,-10551,2022,,Wilmington,DE,B11,0
36005037,Proctor Tr Fbo School And Church 31 V123019,39325,-2766,2022,,Wilmington,DE,X11,0
36005059,Ottauquechee Chapter Dar Tr 41 V497016,18097,2200,2021,,Wilmington,DE,A11,0
36005082,M Proctor Tuw Fbo School District,29535,-3269,2022,,Wilmington,DE,,0
36005083,M Proctor Tuw Fbo School And Church,50494,36438,2022,,Wilmington,DE,,0
36005659,Pope Memorial Library,92462,18561,2021,,Danville,VT,,0
36005859,Cynosure Inc,1124725,303702,2022,,Burlington,VT,,0
36005859,Cynosure Inc,1124725,303702,2022,,Burlington,VT,,0
36005941,Silas L Griffith Trust,234376,142740,2021,,Rutland,VT,T22Z,0
36005999,Peacham Library,80113,-24121,2022,,Peacham,VT,,0
36006002,Vermont Principals Association Inc,1590109,18740,2022,,Montpelier,VT,,0
36006224,Jennie Macutchan Fbo Fahc 43 C024015,14100,5722,2021,,Wilmington,DE,E11,0
36006252,Frederick Coon Tuw Fbo Fahc Etal 31 C016016,19851,12256,2021,,Wilmington,DE,T90,0
36006252,Frederick Coon Tuw Fbo Fahc Etal 31 C016016,19851,12256,2021,,Wilmington,DE,T90,0
36006252,Frederick Coon Tuw Fbo Fahc Etal 31 C016016,19851,12256,2021,,Wilmington,DE,T90,0
36006283,Edith M Magoon Trust 455,13635,3927,2021,,Wilmington,DE,T90,0
36006322,Rinaldo And Anita Albertini Trust Fund,21510,15818,2021,,Wilmington,DE,T20,0
36006451,Morrill Memorial Library,69300,5311,2021,,Strafford,VT,,0
36006494,Visiting Nurse Association And Hospice Of Vt And Nh Inc,21374709,-2351920,2021,,White River Junct,VT,,0
36006562,Lucy Mackenzie Humane Society Inc,447488,-106013,2021,,Brownsville,VT,D200,0
36006930,Rutland County Humane Society Inc,788832,140449,2021,,Pittsford,VT,D20,0
36007093,Caledonia County Fair Assn,551643,87347,2021,,Lyndonville,VT,N520,0
36007649,Manchester Historical Society,103316,36550,2021,,Manchester,VT,,0
36007735,Weston Community Association Inc,77778,-15134,2021,https://projects.propublica.org/nonprofits/download-filing?path=IRS%2F036007735_202110_990_2022082220288964.pdf,Weston,VT,A200,0
36007801,Morristown Historical Society Inc,56010,15666,2021,,Morrisville,VT,,0
36008134,Latham Memorial Library Inc,236650,97932,2021,,Thetford,VT,,0
36008207,Brown Public Library,0,0,2022,,Northfield,VT,B70Z,1
36008252,One Credit Union,9424805,600037,2021,,Springfield,VT,,0
36008386,Strafford Fireman Association,137284,57338,2021,,S Strafford,VT,M24,0
36008407,Green Mountain Dog Club Inc,82008,11139,2021,,Waitsfield,VT,,0
36008553,Vermont Police Association Inc,142692,80199,2021,,Shelburne,VT,,0
36008872,Woodstock History Center Inc,435377,81876,2021,,Woodstock,VT,A82Z,0
36009083,Clarendon Fire Assn Inc,162070,-2695,2021,https://projects.propublica.org/nonprofits/download-filing?path=download990pdf_03_2022_prefixes_01-13%2F036009083_202109_990_2022030919706045.pdf,N Clarendon,VT,M24,0
36009187,West Windsor Volunteer Fire Department Inc,81692,-23844,2021,,Brownsville,VT,,0
36009681,Grafton Historical Society Inc,89458,1960,2021,,Grafton,VT,,0
36009701,Calvin Coolidge Presidential Foundation Inc,4835507,1071866,2021,,Plymouth,VT,X21,0
36009882,Council Of New England Secondary School Principals Associations Inc,210925,66075,2022,,Hampstead,NH,,0
36009925,Silas L Griffith Memorial Library,145800,118826,2021,,Danby,VT,,0
36009957,American Legion,51726,5514,2021,,Readsboro,VT,W30,0
36009957,American Legion,51726,5514,2021,,Readsboro,VT,W30,0
36009983,Friends Of The Brattleboro Music Center Inc,938598,84179,2021,,Brattleboro,VT,A610,0
36010151,Vermont State 4 H Foundation,30586,9748,2021,,Barre,VT,,0
36010182,Harriet M Sherman Tr Uw,250333,147291,2021,,Wilmington,DE,T90,0
36010377,Bondville Cemetery Association Inc,81687,68984,2022,,Bondville,VT,,0
36010377,Bondville Cemetery Association Inc,81687,68984,2022,,Bondville,VT,,0
36010391,Quechee Library Association,206819,3147,2021,https://projects.propublica.org/nonprofits/download-filing?path=download990pdf_07_2022_prefixes_01-22%2F036010391_202106_990_2022071120199216.pdf,Quechee,VT,,0
36010391,Quechee Library Association,206819,3147,2021,https://projects.propublica.org/nonprofits/download-filing?path=download990pdf_07_2022_prefixes_01-22%2F036010391_202106_990_2022071120199216.pdf,Quechee,VT,,0
36010485,Brattleboro Development Credit Corporation,6662012,686376,2021,,Brattleboro,VT,S41,0
36010565,East Dover Volunteer Fire Company Inc,166741,51539,2021,,East Dover,VT,,0
36010569,Haskell Free Library Inc,527843,322792,2021,https://projects.propublica.org/nonprofits/download-filing?path=IRS%2F036010569_202111_990_2022082220289759.pdf,Derby Line,VT,,0
36010613,American Society Of Dowsers Inc,177895,53631,2021,,Danville,VT,V40Z,0
36010615,Barre Historical Society Inc,0,0,2021,,Barre,VT,,0
36010700,Lake Fairlee Assn Inc,107805,54972,2021,,Fairlee,VT,C30,0
36010701,Lamoille Valley Fish & Game Club Inc,51988,-11185,2021,,Morrisville,VT,,0
36010725,Orleans County Fair Association,400504,87682,2021,,Barton,VT,,0
36010727,Orleans County Historical Society Inc,358822,-5577,2021,,Orleans,VT,A800,0
36010787,Vermont Council On World Affairs Inc,304891,74869,2021,https://projects.propublica.org/nonprofits/download-filing?path=IRS%2F036010787_202109_990_2022082920302613.pdf,Burlington,VT,,0
36010806,International Film Seminars Inc,743767,288387,2021,,Brooklyn,NY,,0
36010836,Employees Community Action Council,202184,22092,2021,,Williston,VT,,0
36010871,Union Agricultural Society Of Tunbridge,741882,224606,2021,,Tunbridge,VT,,0
36011083,Rokeby Museum Inc,196314,-17008,2021,,Ferrisburgh,VT,A82Z,0
36011271,Vermont Youth Orchestra Association Inc,839450,115719,2021,,Colchester,VT,A690,0
36011493,Green Mountain Audubon Society Inc,33018,19221,2022,,Greensboro,VT,C30,0
36011503,Manchester Rescue Squad Inc,1268322,150253,2021,,Manchestr Ctr,VT,E62Z,0
36011528,Town Of Bennington Rescue Squad Inc,3111851,210210,2021,,Bennington,VT,E62,0
36011708,Green Mountain Horse Association Inc,1822357,332142,2021,,S Woodstock,VT,N69,0
36012510,Rutland City Rescue Mission Inc,420880,-119966,2021,,Rutland,VT,P28Z,0
36012626,Plumbers & Pipefitters Local 693 Health & Welfare Fund,196421,94076,2021,,S Burlington,VT,,0
36012700,Bellows Falls Area Development Corporation,2615,-5047,2021,https://projects.propublica.org/nonprofits/download-filing?path=IRS%2F036012700_202109_990O_2022082220288511.pdf,Bellows Falls,VT,S40Z,0
36012814,Thetford Historical Society Inc,60093,15432,2021,,Thetford,VT,,0
36013234,Newport Ambulance Service Inc,3897005,385665,2021,,Newport,VT,,0
36013761,Northeastern Vermont Regional Hospital Inc,104789628,4166314,2021,https://projects.propublica.org/nonprofits/download-filing?path=IRS%2F036013761_202109_990_2022083020310952.pdf,St Johnsbury,VT,E22,0
36015899,Champlain Community Services Inc,7818072,496764,2021,,White River Junction,VT,P80Z,0
36015901,Manchester Country Club Inc,1406324,-370117,2021,,Manchestr Ctr,VT,N50,0
36016116,Brattleboro Museum And Art Center Inc,1398686,611139,2021,,Brattleboro,VT,A510,0
36016140,Windham County Humane Society,598123,22438,2021,,Brattleboro,VT,D200,0
36016319,New Haven Volunteer Fire Department Inc,95917,56130,2021,,New Haven,VT,M24,0
36016536,American Legion,205891,38534,2021,,Bennington,VT,,0
36016554,American Legion,268998,111830,2021,,Ludlow,VT,W30Z,0
36016554,American Legion,268998,111830,2021,,Ludlow,VT,W30Z,0
36016554,American Legion,268998,111830,2021,,Ludlow,VT,W30Z,0
36016563,American Legion,133372,42106,2021,,Canaan,VT,,0
36016572,American Legion,225514,-21520,2021,,Waterbury,VT,,0
36016576,American Legion,153113,-16343,2021,,Chester,VT,,0
36016587,Service Employees International Union,253162,406,2021,,Hanover,NH,,0
36016791,Aloha Foundation Inc,11897602,3061353,2021,,Fairlee,VT,N20J,0
36017140,Guilford Volunteer Fire Department Inc,301988,27433,2022,,Guilford,VT,M24,0
36025299,Barristers Book Shop,671375,-275,2022,,S Royalton,VT,,0
36025649,Automobile License Plate Collectors Association,214876,24279,2021,,Arlington,VA,N20,0
36026094,Deerfield Valley Rescue Inc,809708,29266,2021,https://projects.propublica.org/nonprofits/download-filing?path=IRS%2F036026094_202109_990_2022082920302645.pdf,Wilmington,VT,,0
36032192,The Little School Inc,331957,64535,2021,https://projects.propublica.org/nonprofits/download-filing?path=download990pdf_04_2022_prefixes_01-14%2F036032192_202106_990_2022040119812436.pdf,Weston,VT,,0
36036281,H Sherman Fbo Lyndon State College,16218,1673,2021,,Wilmington,DE,B11,0
36036799,Ethel J Nims Charitable Trust A,1145697,924082,2021,,Brattleboro,VT,X21J,0
36048570,Harry R Sheridan Memorial Scholarship Trust U W,92253,29530,2022,,Wilmington,DE,,0
36053847,John M Colton Charitable Trust Uw,24575,-9018,2021,,Barton,VT,T22Z,0
36053847,John M Colton Charitable Trust Uw,24575,-9018,2021,,Barton,VT,T22Z,0
36054166,Chittenden County Goverment Access Channel Trust,675846,19812,2021,,Burlington,VT,,0
36064670,Max Y Seaton Memorial Tr Ua,70657,44799,2022,,Wilmington,DE,T30Z,0
36100362,Miami Association Of Fire Fighters Health Benefit Tr,585175,-47363,2021,,Miami,FL,Y43,0
36105552,Engineers Union Local 444 Benefit Tr,26421,24676,2021,,Hempstead,NY,Y43,0
36108558,Ahcs Postretirement Benefits Tr,798058,170767,2021,,Chicago,IL,Y43,0
40030585,Mental Health Programs Inc Iv,1229233,50051,2021,,Newton,MA,P820,0
40063132,American Legion,784078,67556,2021,,Haverhill,MA,,0
40305393,Oceanview Resident Assistance Fund Inc,88546,63954,2021,,Falmouth,ME,T31,0
40383662,Childs Play Inc,221217,-14810,2021,,Providence,RI,B210,0
40523132,American Poultry Association Inc,280224,124222,2021,,Lucasville,OH,K99,0
41013030,Acadien Social Club,92737,15363,2022,,Gardner,MA,,0
41016880,Advertising Club Of Greater Boston Inc,3116296,465912,2021,,Boston,MA,,0
41020315,Alden Credit Union,6700901,1052382,2021,,Chicopee,MA,,0
41020667,Aleppo Temple Shrine Activities Inc,16275,-84476,2021,,Wilmington,MA,,0
41020667,Aleppo Temple Shrine Activities Inc,16275,-84476,2021,,Wilmington,MA,,0
41025670,Amalgamated Transit Union,211766,-6858,2021,,Springfield,MA,,0
41028060,American Legion,1319672,183859,2021,,Boston,MA,,0
41028104,American Legion,125174,16925,2022,,Gardner,MA,,0
41028104,American Legion,125174,16925,2022,,Gardner,MA,,0
41028104,American Legion,125174,16925,2022,,Gardner,MA,,0
41028125,American Legion,35141,-183945,2021,https://projects.propublica.org/nonprofits/download-filing?path=download990pdf_07_2022_prefixes_01-22%2F041028125_202109_990O_2022071820227726.pdf,Somerville,MA,,0
41028125,American Legion,35141,-183945,2021,https://projects.propublica.org/nonprofits/download-filing?path=download990pdf_07_2022_prefixes_01-22%2F041028125_202109_990O_2022071820227726.pdf,Somerville,MA,,0
41031640,Amherst Cemetery Association,511965,295680,2022,,Amherst,MA,Y52Z,0
41031700,Amherst Golf Club Inc,441187,88014,2021,,Amherst,MA,,0
41032784,Master Wardens & Members Of The Grand Lodge Of Masons In Mass,298689,160368,2022,,North Easton,MA,,0
41032807,Master Wardens & Members Of Masons In Mass,5863,-30762,2022,,Littleton,MA,,0
41032811,Master Wardens & Members Of Masons In Mass,167162,125657,2021,,Holden,MA,,0
41032813,Master Wardens & Members Of Masons In Mass,182554,76532,2022,,West Roxbury,MA,,0
41032819,Shriners International,1679300,225377,2021,,Wilmington,MA,,0
41032821,Ancient Accepted Scottish Rite Of Freemasonry Nmj,3706614,-2940964,2021,,Lexington,MA,,0
41032822,Master Wardens & Members Of The Grand Lodge Of Masons In Mass,298031,-282574,2022,,North Easton,MA,,0
41032832,Master Wardens & Members Of Masons In Mass,26112,-148,2022,,Beverly,MA,,0
41032833,Master Wardens & Members Of Masons In Mass,53961,12718,2022,,Georgetown,MA,,0
41032840,Trustees Of The Supreme Council Of Ancient Accepted Scottish Rite,5191760,3806188,2021,,Lexington,MA,,0
41032847,Master Wardens & Members Of The Grand Lodge Of Masons In Mass,94982,41555,2022,,Webster,MA,,0
41032862,Master Wardens & Members Of Masons In Mass,77098,12618,2022,,Winchester,MA,,0
41032871,Ancient Accepted Scottish Rite Of Free Masonry Nmj,308445,-123296,2022,,Boston,MA,,0
41032872,Master Wardens & Members Of Masons In Mass,222743,-4844,2022,,Boston,MA,,0
41032900,Master Wardens & Members Of Masons In Mass,41175,-3626,2021,,Walpole,MA,,0
41032906,Master Wardens & Members Of The Grand Lodge Of Masons In Mass,49846,-70097,2022,,Melrose,MA,,0
41032906,Master Wardens & Members Of The Grand Lodge Of Masons In Mass,49846,-70097,2022,,Melrose,MA,,0
41041160,Master Wardens & Members Of Masons Of Mass,30530,-16163,2021,,Arlington,MA,,0
41042060,Arms Cemetery Association Inc,31151,-21725,2022,,Shelburne,MA,T20,0
41045805,Associated General Contractors Of Massachusetts Inc,1745997,91232,2021,,Wellesley,MA,,0
41045830,Associated Industries Of Massachusetts,6472920,555878,2021,,Boston,MA,,0
41046070,Association Notre Dame De Cambridge Inc,59466,13174,2021,,Cambridge,MA,N50,0
41046540,Athol Credit Union,3643738,418091,2021,,Athol,MA,,0
41049420,Benevolent & Protective Order Of Elks Of The Usa,426778,89428,2022,,Attleboro,MA,,0
41055210,Back Bay Association Inc,374893,23847,2021,,Boston,MA,,0
41056010,Badminton & Tennis Club,812597,94646,2022,,Boston,MA,,0
41056010,Badminton & Tennis Club,812597,94646,2022,,Boston,MA,,0
41066960,Bass Rocks Golf Club,4094475,824615,2021,,Gloucester,MA,,0
41068550,Bavarian Reading And Progressive Society,155491,-6299,2021,,Lawrence,MA,,0
41070815,The Beach Club,1396820,505217,2021,,Centerville,MA,,0
41070825,Beach Club,873438,100161,2021,,Swampscott,MA,,0
41072870,Bear Hill Golf Club Inc,3304600,441378,2021,,Stoneham,MA,,0
41077520,Benevolent & Protective Order Of Elks Of The Usa,32603,-16351,2022,,Adams,MA,,0
41079530,Benevolent & Protective Order Of Elks Of The Usa,326507,15827,2022,,Beverly,MA,,0
41079540,Benevolent & Protective Order Of Elks Of The Usa,591181,-33655,2021,,West Roxbury,MA,,0
41079583,Benevolent & Protective Order Of Elks Of The Usa,379135,-3574,2022,,Fall River,MA,,0
41079583,Benevolent & Protective Order Of Elks Of The Usa,379135,-3574,2022,,Fall River,MA,,0
41079590,Benevolent & Protective Order Of Elks Of The Usa,317905,150225,2022,,Greenfield,MA,,0
41079615,Benevolent & Protective Order Of Elks Of The Usa,260439,82299,2022,,Holyoke,MA,,0
41079620,Benevolent & Protective Order Of Elks Of The Usa,360734,39024,2022,,Hudson,MA,,0
41079625,Benevolent & Protective Order Of Elks Of The Usa,211264,9565,2022,,Leominster,MA,,0
41079650,Benevolent & Protective Order Of Elks Of The Usa,303844,-55006,2022,,Maynard,MA,,0
41079653,Benevolent & Protective Order Of Elks Of The Usa,224395,-1858,2022,,Natick,MA,Y40Z,0
41079655,Benevolent & Protective Order Of Elks Of The Usa,148290,-192231,2022,,Medford,MA,,0
41079690,Benevolent & Protective Order Of Elks Of The Usa,143486,46174,2022,,North Adams,MA,,0
41079695,Benevolent & Protective Order Of Elks Of The Usa,118875,-19348,2022,,Florence,MA,,0
41079700,Benevolent & Protective Order Of Elks Of The Usa,153194,64921,2022,,Pittsfield,MA,,0
41079705,Benevolent & Protective Order Of Elks Of The Usa,18940,5847,2022,,Plymouth,MA,,0
41079707,Benevolent & Protective Order Of Elks Of The Usa,441250,16675,2022,,Norwood,MA,,0
41079710,Benevolent & Protective Order Of Elks Of The Usa,618710,58092,2022,,Springfield,MA,,0
41079740,Benevolent & Protective Order Of Elks Of The Usa,455434,-99680,2022,,Winthrop,MA,,0
41081650,Bentley University,292278614,5562515,2021,,Waltham,MA,B500,0
41086363,Independent Order Of Odd Fellows,499620,-63049,2021,,Abington,MA,,0
41087160,North Shore Chamber Of Commerce Inc,720223,-126352,2021,,Danvers,MA,,0
41087235,Beverly Franco American Club Inc,297588,89,2021,,Beverly,MA,N50,0
41103040,Boston Catholic Cemetery Association,1975988,400686,2021,,Boston,MA,,0
41103065,Operative Plasterers & Cement Masons International Association,1501561,146566,2022,,Boston,MA,,0
